Max Age (Ma),Min Age (Ma),mindat ID,Locality containing Mineral,Country,Tectonic Settings,Dated Locality ID,Dated Locality (Max Age),Reference (Max Age),Reference (Min Age),Excel ID (Max Age),Excel ID (Min Age),Query Minerals,# of Query Minerals at Locality
,,28808,"Smedley Park Beryl Locality, Springfield Township, Delaware Co., Pennsylvania, USA",USA,,,,,,,,Autunite,1
,,212362,"Beaver Lake Adits Cluster, Lycoming Co., Pennsylvania, USA",USA,,,,,,,,Zeunerite,1
,,234969,"McCauley Prospect 17, Franklin Township, Lycoming Co., Pennsylvania, USA",USA,,,,,,,,Metazeunerite,1
,,107540,"Torbernite Locality, Frankford, Philadelphia, Philadelphia Co., Pennsylvania, USA",USA,,,,,,,,Torbernite,1
,,270847,"Comly's Quarry, Germantown, Philadelphia, Philadelphia Co., Pennsylvania, USA",USA,,,,,,,,Metatorbernite,1
,,6808,"Manton Avenue Quarry (Manton Quarry; Violet Hill Quarry), Manton, Providence, Providence Co., Rhode Island, USA",USA,,,,,,,,Autunite,1
,,31159,"Tower Hill, Narragansett, Washington Co., Rhode Island, USA",USA,,,,,,,,Autunite,1
,,6731,"Redstone Granite Quarry (Cherenzia Quarry), Westerly, Washington Co., Rhode Island, USA",USA,,,,,,,,Uraninite,1
,,44706,"Belle Fourche Area, Belle Fourche District, Butte Co., South Dakota, USA",USA,,,,,,,,Carnotite,1
1702,1702,45259,"Roosevelt Group (Rough Rider), Custer, Custer District, Custer Co., South Dakota, USA",USA,,45259,"Roosevelt Group (Rough Rider), Custer, Custer District, Custer Co., South Dakota, USA",AM93_1215,AM93_1215,Be-00046,Be-00046,Meta-autunite,1
1702,1702,19847,"White Elephant Mine, Cicero Peak, Pringle, Custer District, Custer Co., South Dakota, USA",USA,,4122,"Tip Top Mine (Tip Top Pegmatite), Fourmile, Custer District, Custer Co., South Dakota, USA",AM93_1215,AM93_1215,Be-00023,Be-00023,Autunite,1
1702,1702,121431,"Triangle A Lode (Triangle Mine), Custer District, Custer Co., South Dakota, USA",USA,,4122,"Tip Top Mine (Tip Top Pegmatite), Fourmile, Custer District, Custer Co., South Dakota, USA",AM93_1215,AM93_1215,Be-00023,Be-00023,Uraninite,1
,,122203,"Lightening Creek, Custer Co., South Dakota, USA",USA,,,,,,,,Uranophane-α,1
,,44863,"Edgemont Uranium District, Fall River Co., South Dakota, USA",USA,,,,,,,,Becquerelite,1
,,121465,"B And H Nos. 1-6, Edgemont Uranium District, Fall River Co., South Dakota, USA",USA,,,,,,,,Uranophane-α,1
,,121478,"Clarabell Nos. 1-5, Edgemont Uranium District, Fall River Co., South Dakota, USA",USA,,,,,,,,Uranophane-α,1
,,121548,"Ridge Runner No. 3, Ridge Runner Mine, Craven Canyon, Edgemont Uranium District, Fall River Co., South Dakota, USA",USA,,,,,,,,Rauvite,1
,,44873,"Road Hog Mine (Nos. 1A And 3A Mines), Craven Canyon, Edgemont Uranium District, Fall River Co., South Dakota, USA",USA,,,,,,,,Rauvite,1
,,44877,"Virginia C Mine (Depue Lease), Craven Canyon, Edgemont Uranium District, Fall River Co., South Dakota, USA",USA,,,,,,,,Rauvite,1
,,121498,"Flora, Edgemont Uranium District, Fall River Co., South Dakota, USA",USA,,,,,,,,Uranophane-α,1
,,121500,"Gertrude, Edgemont Uranium District, Fall River Co., South Dakota, USA",USA,,,,,,,,Uranophane-α,1
,,121502,"Green Acre No. 3, Edgemont Uranium District, Fall River Co., South Dakota, USA",USA,,,,,,,,Uranophane-α,1
,,121507,"Helen (Professor Group), Edgemont Uranium District, Fall River Co., South Dakota, USA",USA,,,,,,,,Uranophane-α,1
,,121509,"Hey And Fay, Edgemont Uranium District, Fall River Co., South Dakota, USA",USA,,,,,,,,Uranophane-α,1
,,122410,"Lakota No. 11, Edgemont Uranium District, Fall River Co., South Dakota, USA",USA,,,,,,,,Uranophane-α,1
,,121526,"Little Ann (Little Annie Joe Smith), Edgemont Uranium District, Fall River Co., South Dakota, USA",USA,,,,,,,,Uranophane-α,1
,,121529,"Lucky Toss, Edgemont Uranium District, Fall River Co., South Dakota, USA",USA,,,,,,,,Uranophane-α,1
,,121537,"Ophelia, Edgemont Uranium District, Fall River Co., South Dakota, USA",USA,,,,,,,,Uranophane-α,1
,,44875,"Taylor Mine, Edgemont Uranium District, Fall River Co., South Dakota, USA",USA,,,,,,,,Uraninite,1
,,121560,"Tess (Schaeffer Lease), Edgemont Uranium District, Fall River Co., South Dakota, USA",USA,,,,,,,,Uranophane-α,1
,,121562,"Too Late, Edgemont Uranium District, Fall River Co., South Dakota, USA",USA,,,,,,,,Uranophane-α,1
,,44876,"Trail Fraction Mine, Edgemont Uranium District, Fall River Co., South Dakota, USA",USA,,,,,,,,Carnotite,1
,,121570,"Western Edge Occurrence (Joe Smith Lease), Edgemont Uranium District, Fall River Co., South Dakota, USA",USA,,,,,,,,Uranophane-α,1
,,45300,"Al No. 2 Claim, Cave Hills, Harding Co., South Dakota, USA",USA,,,,,,,,Metanatroautunite,1
,,121140,"North Cave Hills, Harding Co., South Dakota, USA",USA,,,,,,,,Metatyuyamunite,1
,,122065,"Mine Number A, Flat Top Group, North Cave Hills, Harding Co., South Dakota, USA",USA,,,,,,,,Abernathyite,1
,,121645,"Pickpocket Mine, North Cave Hills, Harding Co., South Dakota, USA",USA,,,,,,,,Autunite,1
,,45301,"Relf Deposits, North Cave Hills, Harding Co., South Dakota, USA",USA,,,,,,,,Metanatroautunite,1
,,121600,"Cedar Canyon - Sample No. 1 Occurrence, Slim Buttes, Harding Co., South Dakota, USA",USA,,,,,,,,Carnotite,1
,,121601,"Cedar Canyon - Sample No. 2 Occurrence, Slim Buttes, Harding Co., South Dakota, USA",USA,,,,,,,,Carnotite,1
,,121602,"Cedar Canyon - Sample No. 3 Occurrence (87613), Slim Buttes, Harding Co., South Dakota, USA",USA,,,,,,,,Carnotite,1
,,121603,"Cedar Canyon - Sample No. 4 Occurrence (87612), Slim Buttes, Harding Co., South Dakota, USA",USA,,,,,,,,Carnotite,1
,,121604,"Cedar Canyon - Sample No. 5 Occurrence, Slim Buttes, Harding Co., South Dakota, USA",USA,,,,,,,,Carnotite,1
,,121605,"Cedar Canyon - Sample No. 6 Occurrence, Slim Buttes, Harding Co., South Dakota, USA",USA,,,,,,,,Carnotite,1
,,121606,"Cedar Canyon - Sample No. 7 Occurrence, Slim Buttes, Harding Co., South Dakota, USA",USA,,,,,,,,Carnotite,1
,,121611,"Cedar Canyon Occurrence, Slim Buttes, Harding Co., South Dakota, USA",USA,,,,,,,,Carnotite,1
,,121623,"Flat Top Butte Prospect, Slim Buttes, Harding Co., South Dakota, USA",USA,,,,,,,,Uraninite,1
,,45290,"Hilltop Mine, Slim Buttes, Harding Co., South Dakota, USA",USA,,,,,,,,Abernathyite,1
,,45299,"Trio No. 4 Claim, Slim Buttes, Harding Co., South Dakota, USA",USA,,,,,,,,Metanatroautunite,1
,,121139,"South Cave Hills, Harding Co., South Dakota, USA",USA,,,,,,,,Metatyuyamunite,1
,,121589,"Bob Cat Claims, South Cave Hills, Harding Co., South Dakota, USA",USA,,,,,,,,Autunite,1
,,121593,"Buffalo Quad, South Cave Hills, Harding Co., South Dakota, USA",USA,,,,,,,,Carnotite,1
,,8537,"Bald Mountain District, Lawrence Co., South Dakota, USA",USA,,,,,,,,Uraninite,1
,,30932,"Davier Mine, Bald Mountain District, Lawrence Co., South Dakota, USA",USA,,,,,,,,Autunite,1
,,30413,"Reliance Mine (Iron Duke; Monitor; Annie Creek; Ak-Sar-Ben; University; Bunker Hill), Bald Mountain District, Lawrence Co., South Dakota, USA",USA,,,,,,,,Autunite,1
1700,1700,48591,"Harney City, Pennington Co., South Dakota, USA",USA,,122418,"Harney Peak Granite, Custer District, Custer Co., South Dakota, USA",AM75_631,AM75_631,Alexandra-0372,Alexandra-0372,Autunite,1
,,4117,"Everly Mine (Riverton Lode), Harney City, Pennington Co., South Dakota, USA",USA,,,,,,,,Autunite,1
,,121956,"Hart Table Prospect, Pennington Co., South Dakota, USA",USA,,,,,,,,Uranocircite-II,1
1700,1700,45083,"Soda Spar Pegmatite (Mountain Lion Mine), Glendale, Keystone District, Pennington Co., South Dakota, USA",USA,,122418,"Harney Peak Granite, Custer District, Custer Co., South Dakota, USA",AM75_631,AM75_631,Alexandra-0372,Alexandra-0372,Uraninite,1
1700,1700,9911,"Hugo Mine, Keystone, Keystone District, Pennington Co., South Dakota, USA",USA,,122418,"Harney Peak Granite, Custer District, Custer Co., South Dakota, USA",AM75_631,AM75_631,Alexandra-0372,Alexandra-0372,Uraninite,1
1700,1700,4114,"White Cap Mine (King Mica Mine; Primer Lode), Keystone, Keystone District, Pennington Co., South Dakota, USA",USA,,122418,"Harney Peak Granite, Custer District, Custer Co., South Dakota, USA",AM75_631,AM75_631,Alexandra-0372,Alexandra-0372,Uraninite,1
,,122014,"Poisoned Ox Group (Uranium Lode; Copper Glance), Pactola District, Pennington Co., South Dakota, USA",USA,,,,,,,,Zeunerite,1
,,45067,"Hart Table, Scenic, Pennington Co., South Dakota, USA",USA,,,,,,,,Iriginite,1
,,122022,"Indian Creek Basin (Scenic Occurrence), Scenic, Pennington Co., South Dakota, USA",USA,,,,,,,,Carnotite,1
,,45080,"Scenic West Area, Scenic, Pennington Co., South Dakota, USA",USA,,,,,,,,Carnotite,1
,,122310,"Unnamed Prospect, Scenic, Pennington Co., South Dakota, USA",USA,,,,,,,,Metatyuyamunite,1
,,41775,"Shaefer Pit, Atascosa Co., Texas, USA",USA,,,,,,,,Carnotite,1
,,41776,"Thane Prospect, Atascosa Co., Texas, USA",USA,,,,,,,,Carnotite,1
,,41959,"Black Mountain, Brewster Co., Texas, USA",USA,,,,,,,,Carnotite,1
,,41964,"Adobe Walls Mine (Armstrong Minerals Mine; Whittaker Claims; Twenty-one Mine), Christmas Mts, Brewster Co., Texas, USA",USA,,,,,,,,Carnotite,1
,,41973,"Stillwell Mountain Prospect (Stillwell Ranch), Brewster Co., Texas, USA",USA,,,,,,,,Carnotite,1
,,273778,"Saul Ranch -Rattlesnake Mine, Briscoe Co., Texas, USA",USA,,,,,,,,Carnotite,1
,,42006,"Burnet, Burnet Co., Texas, USA",USA,,,,,,,,Uraninite,1
,,42011,"Sheridan Copper Prospect (includes Rainbow Prospect), Burnet Co., Texas, USA",USA,,,,,,,,Uraninite,1
,,205916,"Unnamed Pegmatite, Burnet Co., Texas, USA",USA,,,,,,,,Yttrocrasite-(Y),1
,,25610,"Culberson Co., Texas, USA",USA,,,,,,,,Uranophane-α,1
,,42957,"Van Horn-Allamoore District, Culberson Co., Texas, USA",USA,,,,,,,,Carnotite,1
,,122733,"Greenbelt Reservoir, Clarendon Area, Donley Co., Texas, USA",USA,,,,,,,,Uraninite,1
,,42071,"North Government Wells Oil Field, Duval Co., Texas, USA",USA,,,,,,,,Uranophane-α,1
,,171368,"Palangana Uranium Mine, Palangana Salt Dome, Duval Co., Texas, USA",USA,,,,,,,,Uraninite,1
,,42078,"R.O.H.K. Prospect, Hueco Mts, El Paso Co., Texas, USA",USA,,,,,,,,Carnotite,1
,,42079,"Sabina Mountain, Hueco Mts, El Paso Co., Texas, USA",USA,,,,,,,,Carnotite,1
,,53790,"Garza Co., Texas, USA",USA,,,,,,,,Tyuyamunite,1
,,42143,"Tarantula Hills Prospects (Hunter Mine; Rather Prospect), Quitman Mts, Hudspeth Co., Texas, USA",USA,,,,,,,,Uraninite,1
65.5,2.6,27869,"Karnes Uranium District, Karnes Co., Texas, USA",USA,,27869,"Karnes Uranium District, Karnes Co., Texas, USA",,,Mo-00217,Mo-00217,Autunite,1
65.5,2.6,42219,"Hackney Mine, Karnes Uranium District, Karnes Co., Texas, USA",USA,,27869,"Karnes Uranium District, Karnes Co., Texas, USA",,,Mo-00217,Mo-00217,Iriginite,1
65.5,2.6,42226,"Lyssy Mine, Karnes Uranium District, Karnes Co., Texas, USA",USA,,27869,"Karnes Uranium District, Karnes Co., Texas, USA",,,Mo-00217,Mo-00217,Coffinite,1
65.5,2.6,42229,"Nuhn Mine (Lyssy; Gembler; Korzekwa; Climax), Karnes Uranium District, Karnes Co., Texas, USA",USA,,27869,"Karnes Uranium District, Karnes Co., Texas, USA",,,Mo-00217,Mo-00217,Uraninite,1
65.5,2.6,42232,"Pfeil Mine, Karnes Uranium District, Karnes Co., Texas, USA",USA,,27869,"Karnes Uranium District, Karnes Co., Texas, USA",,,Mo-00217,Mo-00217,Carnotite,1
65.5,2.6,27882,"Tordilla Hill Prospects (Boso Lease; Nuhn Lease), Karnes Uranium District, Karnes Co., Texas, USA",USA,,27869,"Karnes Uranium District, Karnes Co., Texas, USA",,,Mo-00217,Mo-00217,Mourite,1
,,274210,"House-Seale Mine, Live Oak Co., Texas, USA",USA,,,,,,,,Coffinite,1
20,4.92,42249,"Ray Point District, Live Oak Co., Texas, USA",USA,,42250,"McLean Mine, Ray Point District, Live Oak Co., Texas, USA",,,Mo-00245,Mo-00245,Zippeite,1
20,4.92,42250,"McLean Mine, Ray Point District, Live Oak Co., Texas, USA",USA,,42250,"McLean Mine, Ray Point District, Live Oak Co., Texas, USA",,,Mo-00245,Mo-00245,Umohoite,1
20,4.92,42250,"McLean Mine, Ray Point District, Live Oak Co., Texas, USA",USA,,42250,"McLean Mine, Ray Point District, Live Oak Co., Texas, USA",,,Mo-00245,Mo-00245,Uraninite,1
,,42310,"Kiam Pegmatite, Llano Co., Texas, USA",USA,,,,,,,,Samarskite-(Y),1
,,4132,"Rode Ranch Pegmatite, Llano Co., Texas, USA",USA,,,,,,,,Uraninite,1
,,273590,"Martin Co., Texas, USA",USA,,,,,,,,Carnotite,1
,,273596,"Mitchell Co., Texas, USA",USA,,,,,,,,Carnotite,1
,,273834,"Blevins Ranch, Montague Co., Texas, USA",USA,,,,,,,,Torbernite,1
,,242267,"Oldham Co., Texas, USA",USA,,,,,,,,Tyuyamunite,1
,,42441,"Solitario Mine, Solitario, Presidio Co., Texas, USA",USA,,,,,,,,Uranophane-α,1
,,5503,"Caverns Of Sonora (Mayfield Cave), Edwards Plateau, Sutton Co., Texas, USA",USA,,,,,,,,Metatyuyamunite,1
,,238807,"Highway 21 Quarry, Milford, Escalante Desert, Beaver Co., Utah, USA",USA,,,,,,,,Euxenite-(Y),1
,,217049,"Milford Quarry, Milford, Escalante Desert, Beaver Co., Utah, USA",USA,,,,,,,,Euxenite-(Y),1
,,180384,"Big Sugar Prospect (Pluto; West Slope; Uranius Claims; Neptune), Newton District, Tushar Mts, Beaver Co., Utah, USA",USA,,,,,,,,Torbernite,1
,,180605,"Brown Bear No. 1 Prospect, Newton District, Tushar Mts, Beaver Co., Utah, USA",USA,,,,,,,,Torbernite,1
,,180704,"Canary (Canary No. 4 U-Beva Group), Newton District, Tushar Mts, Beaver Co., Utah, USA",USA,,,,,,,,Torbernite,1
,,182140,"K O Claims (U-Beva Group), Newton District, Tushar Mts, Beaver Co., Utah, USA",USA,,,,,,,,Torbernite,1
,,183183,"Prince Prospect (Apex), Newton District, Tushar Mts, Beaver Co., Utah, USA",USA,,,,,,,,Uranophane-α,1
,,183222,"Prosper-Nevada & Pineco Groups, Newton District, Tushar Mts, Beaver Co., Utah, USA",USA,,,,,,,,Torbernite,1
,,184394,"Unknown Prospect (MRDS - 10010712), Newton District, Tushar Mts, Beaver Co., Utah, USA",USA,,,,,,,,Torbernite,1
,,184414,"Unknown Prospect (MRDS - 10087080), Newton District, Tushar Mts, Beaver Co., Utah, USA",USA,,,,,,,,Torbernite,1
,,184456,"Unknown Prospects (MRDS - 10087100), Newton District, Tushar Mts, Beaver Co., Utah, USA",USA,,,,,,,,Torbernite,1
,,185130,"White Cliff Mine, Newton District, Tushar Mts, Beaver Co., Utah, USA",USA,,,,,,,,Torbernite,1
,,182146,"Kay Mine (Kay Claims), Pine Grove District, Wah Wah Mts, Beaver Co., Utah, USA",USA,,,,,,,,Uraninite,1
,,182084,"Jim Dandy Mine (Willard Group), Willard District, Wasatch Mts, Box Elder Co., Utah, USA",USA,,,,,,,,Uraninite,1
,,37734,"Coal Creek (Cold Creek), Carbon Co., Utah, USA",USA,,,,,,,,Carnotite,1
,,182389,"Lone Peak Uranium Claim, Castle Peak District (Uninta Basin), Duchesne Co., Utah, USA",USA,,,,,,,,Carnotite,1
,,37773,"Riggs Claim, Bow Knot Area, Emery Co., Utah, USA",USA,,,,,,,,Schröckingerite,1
,,37772,"Sevastopol Claim, Bow Knot Area, Emery Co., Utah, USA",USA,,,,,,,,Schröckingerite,1
,,37353,"Cedar Mountain District (Cedar Mountain), Emery Co., Utah, USA",USA,,,,,,,,Carnotite,1
,,39321,"Green River (South #2), Emery Co., Utah, USA",USA,,,,,,,,Bergenite,1
,,37785,"Green River (South), Emery Co., Utah, USA",USA,,,,,,,,Carnotite,1
,,180095,"Aceite No. 2 Mine, Green River Desert District, Emery Co., Utah, USA",USA,,,,,,,,Carnotite,1
,,180339,"Behunin Lease Prospect, Green River Desert District, Emery Co., Utah, USA",USA,,,,,,,,Tyuyamunite,1
,,180452,"Black Panther (Hill Top; Smith Claim), Green River Desert District, Emery Co., Utah, USA",USA,,,,,,,,Tyuyamunite,1
,,180512,"Blue Goose No. 1 Mine (Riverside), Green River Desert District, Emery Co., Utah, USA",USA,,,,,,,,Tyuyamunite,1
,,181096,"Costanza - Luhrs Claim (MRDS - 10071409), Green River Desert District, Emery Co., Utah, USA",USA,,,,,,,,Tyuyamunite,1
,,181505,"Fantastic Mine (Cat Bird No. 8; Birthday No. 1), Green River Desert District, Emery Co., Utah, USA",USA,,,,,,,,Tyuyamunite,1
,,181988,"Incline No. 16 Mine, Green River Desert District, Emery Co., Utah, USA",USA,,,,,,,,Tyuyamunite,1
,,183256,"Rabbit No. 1 Mine, Green River Desert District, Emery Co., Utah, USA",USA,,,,,,,,Tyuyamunite,1
,,183495,"San Rafael No. 2 Mine, Green River Desert District, Emery Co., Utah, USA",USA,,,,,,,,Tyuyamunite,1
,,183496,"San Rafael No. 3 Mine, Green River Desert District, Emery Co., Utah, USA",USA,,,,,,,,Tyuyamunite,1
,,183696,"Snow Mine, Green River Desert District, Emery Co., Utah, USA",USA,,,,,,,,Uraninite,1
,,184544,"Unknown Uranium - Copper Occurrence (MRDS - 10078206), Green River Desert District, Emery Co., Utah, USA",USA,,,,,,,,Tyuyamunite,1
,,185206,"Windy Mine, Green River Desert District, Emery Co., Utah, USA",USA,,,,,,,,Tyuyamunite,1
,,37780,"Sodaroll Claim, Green River District (S.W. Green River), Emery Co., Utah, USA",USA,,,,,,,,Zippeite,1
,,182319,"Little Bessie Occurrence, Emery Co., Utah, USA",USA,,,,,,,,Carnotite,1
,,182341,"Little Hulda, Emery Co., Utah, USA",USA,,,,,,,,Carnotite,1
,,181162,"Crows Nest Mine (Carmel Entrada), San Rafael Desert Area, Emery Co., Utah, USA",USA,,,,,,,,Uraninite,1
,,180369,"Big Chief Occurrence (Spanish Trails; Rainbow; Eagle), San Rafael District (San Rafael Swell), Emery Co., Utah, USA",USA,,,,,,,,Uraninite,1
,,180426,"Black Dragon Mine, San Rafael District (San Rafael Swell), Emery Co., Utah, USA",USA,,,,,,,,Uranophane-α,1
,,180438,"Black Jack Occurrence, San Rafael District (San Rafael Swell), Emery Co., Utah, USA",USA,,,,,,,,Uraninite,1
,,180492,"Blue Bird (Green Dragon), San Rafael District (San Rafael Swell), Emery Co., Utah, USA",USA,,,,,,,,Uraninite,1
,,37797,"Dalton Group, Calf Mesa, San Rafael District (San Rafael Swell), Emery Co., Utah, USA",USA,,,,,,,,Autunite,1
,,4144,"Dexter No. 7 Mine, Calf Mesa, San Rafael District (San Rafael Swell), Emery Co., Utah, USA",USA,,,,,,,,Zippeite,1
,,37794,"Camp Bird No. 12 Mine, San Rafael District (San Rafael Swell), Emery Co., Utah, USA",USA,,,,,,,,Carnotite,1
,,37793,"Camp Bird No. 7 Mine (Wright Workings), San Rafael District (San Rafael Swell), Emery Co., Utah, USA",USA,,,,,,,,Carnotite,1
,,180946,"Cistern Mine, San Rafael District (San Rafael Swell), Emery Co., Utah, USA",USA,,,,,,,,Uraninite,1
,,181038,"Conrad Mine, San Rafael District (San Rafael Swell), Emery Co., Utah, USA",USA,,,,,,,,Uraninite,1
180,180,37798,"Copper Globe Deposit, San Rafael District (San Rafael Swell), Emery Co., Utah, USA",USA,,37798,"Copper Globe Deposit, San Rafael District (San Rafael Swell), Emery Co., Utah, USA",USGSOFR03_107,USGSOFR03_107,sedcu-00679,sedcu-00679,Torbernite,1
,,181152,"Cross Bow, San Rafael District (San Rafael Swell), Emery Co., Utah, USA",USA,,,,,,,,Uraninite,1
,,181722,"Great Basin, San Rafael District (San Rafael Swell), Emery Co., Utah, USA",USA,,,,,,,,Uraninite,1
,,181752,"Green Vein Nos. 2 & 3, Green Vein Group, San Rafael District (San Rafael Swell), Emery Co., Utah, USA",USA,,,,,,,,Uraninite,1
,,37802,"Original Geen Vein Mine, Green Vein Group, Green Vein Mesa, San Rafael District (San Rafael Swell), Emery Co., Utah, USA",USA,,,,,,,,Metazeunerite,1
,,181866,"Hertz Mine, San Rafael District (San Rafael Swell), Emery Co., Utah, USA",USA,,,,,,,,Uraninite,1
,,182055,"Jasmine No. 1 (Shron No. 1), San Rafael District (San Rafael Swell), Emery Co., Utah, USA",USA,,,,,,,,Uraninite,1
,,182336,"Little Erma No. 2 Claim, Little Erma Mine, San Rafael District (San Rafael Swell), Emery Co., Utah, USA",USA,,,,,,,,Uraninite,1
,,37803,"Little Susan Mine, San Rafael District (San Rafael Swell), Emery Co., Utah, USA",USA,,,,,,,,Uraninite,1
,,158347,"Lopez Incline, San Rafael District (San Rafael Swell), Emery Co., Utah, USA",USA,,,,,,,,Carnotite,1
,,37808,"Marshbank Canyon, San Rafael District (San Rafael Swell), Emery Co., Utah, USA",USA,,,,,,,,Uraninite,1
,,37807,"Maybe Mine, San Rafael District (San Rafael Swell), Emery Co., Utah, USA",USA,,,,,,,,Uraninite,1
,,183269,"Rain Bow, San Rafael District (San Rafael Swell), Emery Co., Utah, USA",USA,,,,,,,,Uraninite,1
,,37815,"Rex No. 2 Mine, San Rafael District (San Rafael Swell), Emery Co., Utah, USA",USA,,,,,,,,Uraninite,1
,,183666,"Sinbad Swell Occurrence, San Rafael District (San Rafael Swell), Emery Co., Utah, USA",USA,,,,,,,,Uraninite,1
,,37814,"Table Mountain, San Rafael District (San Rafael Swell), Emery Co., Utah, USA",USA,,,,,,,,Carnotite,1
,,180272,"Baker Incline Mine (White Dove No. 2; No. 3; Mountain King No. 8; No. 9; Vagabond #1; #2), Temple Mountain, San Rafael District (San Rafael Swell), Emery Co., Utah, USA",USA,,,,,,,,Carnotite,1
,,180682,"Calyx 5 And 5 1/4 Mine, Temple Mountain, San Rafael District (San Rafael Swell), Emery Co., Utah, USA",USA,,,,,,,,Carnotite,1
,,180683,"Calyx AEC 6 Mine, Temple Mountain, San Rafael District (San Rafael Swell), Emery Co., Utah, USA",USA,,,,,,,,Carnotite,1
,,180685,"Calyx No. 1 Mine, Temple Mountain, San Rafael District (San Rafael Swell), Emery Co., Utah, USA",USA,,,,,,,,Carnotite,1
,,180698,"Calyx No. 9 Mine, Temple Mountain, San Rafael District (San Rafael Swell), Emery Co., Utah, USA",USA,,,,,,,,Carnotite,1
,,181238,"Desolation Mine, Temple Mountain, San Rafael District (San Rafael Swell), Emery Co., Utah, USA",USA,,,,,,,,Uraninite,1
,,30834,"Eagle's Nest Mine, Temple Mountain, San Rafael District (San Rafael Swell), Emery Co., Utah, USA",USA,,,,,,,,Carnotite,1
,,181532,"Flat Top Deposits, Temple Mountain, San Rafael District (San Rafael Swell), Emery Co., Utah, USA",USA,,,,,,,,Tyuyamunite,1
