#,Name,Mineral Name (plain),rank,IMA Formula,IMA Validity,Chemistry,Z (chemical formula units in the unit cell),Chemistry Elements,Elements,U redox,localities,localities (corrected any < 10),Db ID,Paragenetic mode,Metamorphic,Primary,Secondary,Abiotic,Biotic,Mineral name,v,IG,"IG,total","IG,n",H atoms,A. Min. cif,ICSD code,discovery,discovery method,max size (cm),color,luster,hard,avg hard,topology,anion topology,structure,pdf of Journal,Xstal data from mindat,structure type,a,b,c,α,β,γ,volume,crystal system,point group,space group,multiplicity,lattice,delta-Gf,delta-Hf,delta-Sf,Max Age (Ma),MinDat Locality ID,Unique Ages,Unique Ages (including parents),Locality,Location,Ref,Excel ID,Ruff locality link,Mindat locality link
189,Sabugalite,Sabugalite,,HAl(UO2)4(PO4)4·16H2O,G,HAl^3+^(U^6+^O_2_)_4_(P^5+^O_4_)_4_·16H_2_O,2,Al U O P H,5,6,87,87,3922,72,0,0,1,0,1,,,,,,,0,,,,,yellow,2,2.5,2.5,sheet,,,Y,Y,,19.426,9.843,9.85,90,96.161,90,1872.54,monoclinic,2/m,C2/m,,C,,,,2840,248950,13,53,"Lewis Rock Hole Pegmatite, Wodgina, Abydos Station, Port Hedland Shire, Western Australia, Australia","-21,118",CM52_183,Bradley_2012_150,http://rruff.info/mineral_list/locality.php?mineral_name=Sabugalite,https://www.mindat.org/min-3496.html
190,Saléeite,Saleeite,,Mg(UO2)2(PO4)2(H2O)10,G,Mg^2+^(U^6+^O_2_)_2_(P^5+^O_4_)_2_·10H_2_O,2,Mg U O P H,5,6,92,92,3935,72,0,0,1,0,1,,94,4.576,430.131,0.698,1,1,40750,,,0.002,yellow,,2-3,2.5,sheet,,,Y,N,,6.9516,19.942,6.9667,90,90.586,90,965.76,orthorhombic,2/m,P21/n,,P,,,,2500,444,31,100,"Serra Branca Pegmatite, Pedra Lavrada, Borborema Mineral Province, Paraíba, Brazil","-6.83322,-36.51801",RBG30_177,Alexandra-0126,http://rruff.info/mineral_list/locality.php?mineral_name=Saleeite,https://www.mindat.org/min-3508.html
191,Sayrite,Sayrite,,Pb2(UO2)5O6(OH)2·4H2O,A,Pb^2+^_2_(U^6+^O_2_)_5_O_6_(OH)_2_·4H_2_O,2,Pb U O H,4,6,3,3,3969,72,0,0,1,0,1,,58,3.892,225.763,0.664,0,1,38374,,,0.0006,orange,2,2.5,2.5,sheet,,,Y,N,,10.704,6.960,14.533,90,113.81,90,966.323,monoclinic,2/m,P21/c,,P,,,,675,4328,1,5,"Shinkolobwe Mine (Kasolo Mine), Shinkolobwe, Katanga Copper Crescent, Katanga (Shaba), Democratic Republic Of Congo (Zaïre)","-11.04861,26.55083",OGR40_81,Kristen002307,http://rruff.info/mineral_list/locality.php?mineral_name=Sayrite,https://www.mindat.org/min-3545.html
192,Schmitterite,Schmitterite,,(UO2)(Te4+O3),A,(U^6+^O_2_)Te^4+^O_3_,4,U O Te,3,6,5,5,3990,72,0,0,1,0,1,,28,2.522,70.606,0.525,0,1,2553,,,,yellow,6,1,1,chain,,,Y,N,,10.161,5.363,7.862,90,90,90,428.427,orthorhombic,mm2,Pca21,,P,,,,675,4328,5,13,"Shinkolobwe Mine (Kasolo Mine), Shinkolobwe, Katanga Copper Crescent, Katanga (Shaba), Democratic Republic Of Congo (Zaïre)","-11.04861,26.55083",OGR40_81,Kristen002307,http://rruff.info/mineral_list/locality.php?mineral_name=Schmitterite,https://www.mindat.org/min-3570.html
193,Schoepite,Schoepite,,(UO2)8O2(OH)12·12H2O,A,(U^6+^O_2_)_8_O_2_(OH)_12_·12H_2_O,4,U O H,3,6,90,90,3995,72,0,0,1,0,1,,200,5.644,1128.77,0.738,0,1,82477,,,0.0015,yellow,3,2.5,2.5,sheet,,,Y,N,,14.337,16.813,14.731,90,90,90,3551,orthorhombic,mm2,P21ca,,P,,,,1510,518,33,138,"Great Bear Lake, Mackenzie District, Northwest Territories, Canada","66.10028,-117.9956",CJES19_1428,Kristen002129,http://rruff.info/mineral_list/locality.php?mineral_name=Schoepite,https://www.mindat.org/min-3574.html
194,Schröckingerite,Schrockingerite,,NaCa3(UO2)(SO4)(CO3)3F·10H2O,G,NaCa^2+^_3_(U^6+^O_2_)(S^6+^O_4_)(C^4+^O_3_)_3_F^1-^·10H_2_O,2,Na Ca U O S C F H,8,6,124,124,4003,"72,89",0,0,1,0,1,,102,5.672,578.587,0.85,0,1,30999,,,,yellowish-green,2,2.5,2.5,sheet,,,Y,N,,9.634,9.635,14.391,91.41,92.33,120.26,1151.286,triclinic,-1,P-1,,P,,,,1900,"12,004",35,103,"Blanka Ore Field, Lindesberg, Västmanland, Sweden","59.72900,15.21142",MD29_150,MD29_150,http://rruff.info/mineral_list/locality.php?mineral_name=Schrockingerite,https://www.mindat.org/min-3584.html
195,Sedovite,Sedovite,,U4+(MoO4)2,A,U^4+^(Mo^6+^O_4_)_2_,,U Mo O,3,4,3,3,4020,"72,78",0,0,1,0,1,,,,,,,0,,,,0.0002,brown,,,,,,,N,N,,3.36,11.08,6.42,90,90,90,239.01,orthorhombic,,,,,,,,416,14726,2,9,"Kyzylsai Mo-U Deposit, Chu-Ili Mts, Almaty Province (Almaty Oblysy; Almati Oblast'), Kazakhstan","45.1, 73.9666666667",PTCV24_163,Mo-00136,http://rruff.info/mineral_list/locality.php?mineral_name=Sedovite,https://www.mindat.org/min-3602.html
196,Seelite,Seelite,,"Mg(UO2)2(AsO3,AsO4)2·7H2O",A,"Mg(U^6+^O_2_)_2_(As^3+^O_3_,As^5+^O_4_)_2_·7H_2_O",2,Mg U O As H,5,6,6,6,4022,72,0,0,1,0,1,,25,3.364,84.096,0.724,0,1,78417,,,0.001,yellow,2,,,sheet,,,Y,N,Seelite,18.194,7.071,6.670,90,99.70,90,845.826,monoclinic,2/m,C2/m,,C,,,,387,1782,3,16,"Clara Mine, Rankach Valley, Oberwolfach, Wolfach, Black Forest, Baden-Württemberg, Germany","48.38333,8.24639",EJM21_817,EJM21_817tbl02-00027,http://rruff.info/mineral_list/locality.php?mineral_name=Seelite,https://www.mindat.org/min-3604.html
197,Sejkoraite-(Y),Sejkoraite-(Y),,Y2[(UO2)8O6(SO4)4(OH)2]·26H2O,A,Y^3+^_2_[(U^6+^O_2_)_8_O_6_(S^6+^O_4_)_4_(OH)_2_]·26H_2_O,2,Y U O S H,5,6,2,2,5737,72,0,0,1,0,1,,162,6.34,1027.06,0.864,0,1,,,,0.001,yellow,2,2,2,sheet,,,Y,N,Zippeite,14.0743,17.4174,17.7062,75.933,128.001,74.419,2776.985,triclinic,-1,P-1,,P,,,,0,236802,2,9,"Červená Vein, Rovnost Mine (Werner Mine), Jáchymov (St Joachimsthal), Jáchymov District (St Joachimsthal), Krušné Hory Mts (Erzgebirge), Karlovy Vary Region, Bohemia (Böhmen; Boehmen), Czech Republic","50.3818638889, 12.8878388889",AM102_595,Anthropocene-048,http://rruff.info/mineral_list/locality.php?mineral_name=Sejkoraite-(Y),https://www.mindat.org/min-39439.html
198,Sengierite,Sengierite,,Cu2(UO2)2(VO4)2(OH)2·6H2O,Rn,Cu^2+^_2_(U^6+^O_2_)_2_(V^5+^O_4_)_2_(OH)_2_·6H_2_O,4,Cu U O V H,5,6,11,11,4040,72,0,0,1,0,1,,66,3.634,239.832,0.601,0,1,200704,,,0.002,green,2,2.5,2.5,sheet,,,Y,N,,10.599,8.093,10.085,90,103.42,90,841.448,monoclinic,2/m,P21/a,,P,,,,675,4332,6,32,"Luiswishi Mine, Lubumbashi (Elizabethville), Katanga Copper Crescent, Katanga (Shaba), Democratic Republic Of Congo (Zaïre)","-11.51318,27.43668",OGR40_81,Kristen002307,http://rruff.info/mineral_list/locality.php?mineral_name=Sengierite,https://www.mindat.org/min-3620.html
199,Shabaite-(Nd),Shabaite-(Nd),,CaNd2(UO2)(CO3)4(OH)2·6H2O,A,Ca^2+^Nd^3+^_2_(U^6+^O_2_)(C^4+^O_3_)_4_(OH)_2_·6H_2_O,5,Ca Nd U O C H,6,6,1,1,4048,72,0,0,1,0,1,,,,,,,0,,,,0.005,yellow,6,2.5,2.5,,,,Y,N,,9.208,32.09,8.335,90,90.3,90,,monoclinic,"2,m,2/m","P2,Pm,P2/m",,P,,,,675,4311,1,6,"Kamoto East Open Cut, Kamoto, Kolwezi District, Katanga Copper Crescent, Katanga (Shaba), Democratic Republic Of Congo (Zaïre)","-10.72083,25.41528",OGR40_81,Kristen002307,http://rruff.info/mineral_list/locality.php?mineral_name=Shabaite-(Nd),https://www.mindat.org/min-3626.html
200,Sharpite,Sharpite,,Ca(UO2)6(CO3)5(OH)4·6H2O,G,Ca^2+^(U^6+^O_2_)_6_(C^4+^O_3_)_5_(OH)_4_·6H_2_O,2,Ca U O C H,5,6,5,5,4055,72,0,0,1,0,1,,,,,,,0,,,,,yellowish-green,,2.5-3,2.75,,,,N,N,,21.99,15.63,4.487,90,90,90,1542.2,orthorhombic,,,,,,,,675,4328,2,11,"Shinkolobwe Mine (Kasolo Mine), Shinkolobwe, Katanga Copper Crescent, Katanga (Shaba), Democratic Republic Of Congo (Zaïre)","-11.04861,26.55083",OGR40_81,Kristen002307,http://rruff.info/mineral_list/locality.php?mineral_name=Sharpite,https://www.mindat.org/min-3633.html
201,Shinkolobweite,Shinkolobweite,,Pb1.25[U5+(H2O)2(U6+O2)5O8(OH)2](H2O)5,A,Pb_1.25_[U^5+^(H_2_O)_2_(U^6+^O_2_)_5_O_8_(OH)_2_](H_2_O)_5_,2,Pb U O H,4,"5,6",1,1,6622,"72,47",0,0,1,1,0,,,,,,,0,,,,0.0005,bronze-yellow,3,2,2,sheet,,,Y,N,,11.9454,14.3091,7.0629,90,90,90,1027.2,orthorhombic,mm2,Imm2,,I,,,,675,4328,1,5,"Shinkolobwe Mine (Kasolo Mine), Shinkolobwe, Katanga Copper Crescent, Katanga (Shaba), Democratic Republic Of Congo (Zaïre)","-11.04861,26.55083",OGR40_81,Kristen002307,http://rruff.info/mineral_list/locality.php?mineral_name=Shinkolobweite,https://www.mindat.org/min-51555.html
202,Shumwayite,Shumwayite,,[(UO2)(SO4)(H2O)2]2·H2O,A,(U^6+^O_2_)_2_(S^6+^O_4_)_2_·5H_2_O,4,U O S H,4,6,3,3,6458,"72,76",0,0,1,0,1,,124,4.954,614.32,0.712,1,1,,,,0.0003,greenish-yellow,2,2,2,chain,,,Y,N,,6.74747,12.5026,16.9032,90,90.919,90,1425.79,monoclinic,2/m,P21/c,,P,,,,,,0,0,,,,,http://rruff.info/mineral_list/locality.php?mineral_name=Shumwayite,https://www.mindat.org/min-46824.html
203,Sklodowskite,Sklodowskite,,Mg(UO2)2(SiO3OH)2·6H2O,G,Mg^2+^(U^6+^O_2_)_2_(Si^4+^O_3_OH)_2_·6H_2_O,2,Mg U O Si H,5,6,51,51,4108,72,0,0,1,0,1,,23,3.219,74.042,0.712,0,1,1148,,,,yellow,3,2.0-3,2.5,sheet,,,N,N,,17.382,7.047,6.610,90,105.9,90,778.688,monoclinic,2/m,C2/m,,C,,,,3411,225391,25,103,"Paulding Uranium Prospect, Watersmeet, Gogebic Co., Michigan, USA","46.35579,-89.17905",GSA182_125,Kaitlynn000242,http://rruff.info/mineral_list/locality.php?mineral_name=Sklodowskite,https://www.mindat.org/min-3681.html
204,Soddyite,Soddyite,,(UO2)2(SiO4)·2H2O,G,(U^6+^O_2_)_2_Si^4+^O_4_·2H_2_O,8,U O Si H,4,5,40,40,4122,72,0,0,1,0,1,,34,2.44,82.974,0.48,0,1,66313,,,0.003,amber,2,3.0-4,3.5,framework,,,Y,N,,8.334,11.212,18.668,90,90,90,1744.353,orthorhombic,2/m2/m2/m,Fddd,,F,,,,1880,21434,17,63,"Chupa Pegmatite Field, Northern Karelia, Karelia Republic, Northern Region, Russia","66,32",GSLSP350_7,Kristen002514,http://rruff.info/mineral_list/locality.php?mineral_name=Soddyite,https://www.mindat.org/min-3702.html
205,Spriggite,Spriggite,,Pb3(UO2)6O8(OH)2·3H2O,A,Pb^2+^_3_(U^6+^O_2_)_6_O_8_(OH)_2_·3H_2_O,8,Pb U O H,4,6,1,1,5168,72,0,0,1,0,1,,140,5.186,726.1,0.727,0,1,,,,0.00015,orange,2,4,4,sheet,,,Y,N,,28.355,11.990,13.998,90,104.248,90,4612.602,monoclinic,2/m,C2/c,,C,,,,394,16646,1,7,"Mount Painter No. 2 Workings, Mt Painter Area, Arkaroola Region (Arkaroola Station), North Flinders Ranges, Flinders Ranges, South Australia, Australia","-30.22083,139.33222",CM52_183,Bradley_2012_127,http://rruff.info/mineral_list/locality.php?mineral_name=Spriggite,https://www.mindat.org/min-25685.html
206,Šreinite,Sreinite,,Pb(UO2)4(BiO)3(PO4)2(OH)7·4H2O,A,Pb^2+^(U^6+^O_2_)_4_(Bi^3+^O)_3_(P^5+^O_4_)_2_(OH)_7_·4H_2_O,5,Pb Bi P U O H,6,6,1,1,5581,"72,89",0,0,1,0,1,,,,,,,0,,,,0.0002,yellow,2,2.0-4,3,,,,Requested,N,,15.5728,15.5728,15.5728,90,90,90,3776.6,cubic,4/m-32/m,Im-3m,,I,,,,725,69697,1,6,"Horní Halže, Klášterec Nad Ohří, Krušné Hory Mts (Erzgebirge), Ústí Region, Bohemia (Böhmen; Boehmen), Czech Republic","50,13",NJMA187_289,Kristen001373,http://rruff.info/mineral_list/locality.php?mineral_name=Sreinite,https://www.mindat.org/min-27473.html
207,Štěpite,Stepite,,U(AsO3OH)2·4H2O,A,U^4+^(As^5+^O_3_OH)_2_·4H_2_O,16,U As O H,4,4,1,1,6062,72,0,0,1,0,1,,,,,,,0,,,,0.0006,green,2,2,2,sheet,,,Y,N,,10.9894,10.9894,32.9109,90,90,90,3974.5,tetragonal,4/m2/m2/m,I41/acd,,I,,,,0,188817,1,8,"Geschieber Vein, Svornost Mine (Einigkeit Mine), Jáchymov (St Joachimsthal), Jáchymov District (St Joachimsthal), Krušné Hory Mts (Erzgebirge), Karlovy Vary Region, Bohemia (Böhmen; Boehmen), Czech Republic","50.37250,12.91167",AM102_595,Anthropocene-050,http://rruff.info/mineral_list/locality.php?mineral_name=Stepite,https://www.mindat.org/min-42749.html
208,Strelkinite,Strelkinite,,Na2(UO2)2(VO4)2·6H2O,A,Na_2_(U^6+^O_2_)_2_(V^5+^O_4_)_2_·6H_2_O,8,Na U O V H,5,6,6,7,4221,72,0,0,1,0,1,,,,,,,0,,,,0.0015,yellow,7,2-2.5,2.25,,,,Y,N,,10.64,8.36,32.72,90,90,90,,orthorhombic,"2/m2/m2/m,mm2","Pnmm,Pnm2",,P,,,,416,19410,2,9,"Basaral Occurrence, Bota-Burum U Deposit, Lake Alakol (Lake Aaköl), Almaty Province (Almaty Oblysy; Almati Oblast'), Kazakhstan","45.69472,81.86946",DES407_290,Mo-00160,http://rruff.info/mineral_list/locality.php?mineral_name=Strelkinite,https://www.mindat.org/min-3800.html
209,Studtite,Studtite,,(UO2)(O2)(H2O)2·2H2O,G,(U^6+^O_2_)O_2_(H_2_O)_2_·2H_2_O,4,U O H,3,6,23,23,4241,"47,72",0,0,1,1,0,,34,3.146,106.974,0.618,0,1,,,,0.0005,yellow,8,,,chain,,,Y,N,,14.068,6.721,8.428,90,123.356,90,665.7,monoclinic,2/m,C2/c,,C,,,,975.3,4313,10,43,"Kobokobo Pegmatite, Mwenga, Sud-Kivu, Democratic Republic Of Congo (Zaïre)","-3.08333,27.13333",OGR64_667,Alexandra-0228,http://rruff.info/mineral_list/locality.php?mineral_name=Studtite,https://www.mindat.org/min-3815.html
210,Svornostite,Svornostite,,K2Mg[(UO2)(SO4)2]2∙8H2O,A,K_2_Mg^2+^(U^6+^O_2_)_2_(S^6+^O_4_)_4_·8H_2_O,2,K Mg U O S H,6,6,1,1,6376,72,0,0,1,0,1,,,,,,,0,,,,0.0002,yellow,2,2,2,chain,,,Y,N,Svornostite,12.7850,8.2673,11.2163,90,90,90,1185.68,orthorhombic,mm2,Pmn21,,P,,,,0,188817,1,8,"Geschieber Vein, Svornost Mine (Einigkeit Mine), Jáchymov (St Joachimsthal), Jáchymov District (St Joachimsthal), Krušné Hory Mts (Erzgebirge), Karlovy Vary Region, Bohemia (Böhmen; Boehmen), Czech Republic","50.37250,12.91167",AM102_595,Anthropocene-050,http://rruff.info/mineral_list/locality.php?mineral_name=Svornostite,https://www.mindat.org/min-46524.html
211,Swamboite-(Nd),Swamboite-(Nd),,Nd0.333[(UO2)(SiO3OH)](H2O)~2.5,Rd,Nd^3+^_0.333_[(U^6+^O_2_)(Si^4+^O_3_OH)](H_2_O)_~2.5_,18,Nd U O Si H,5,6,2,2,4273,72,0,0,1,0,1,,,,,,,0,,,,0.001,yellow,,2.5,2.5,,,,Y,N,,17.64,21,20.12,90,103.4,90,7249.74,monoclinic,2/m,P21/a,,P,,,,675,14740,1,5,"Swambo Hill (Swambo Mine), Swambo, Katanga Copper Crescent, Katanga (Shaba), Democratic Republic Of Congo (Zaïre)","-11.09528,26.22333",OGR40_81,Kristen002307,http://rruff.info/mineral_list/locality.php?mineral_name=Swamboite-(Nd),https://www.mindat.org/min-3843.html
212,Swartzite,Swartzite,,CaMg(UO2)(CO3)3·12H2O,G,Ca^2+^Mg^2+^(U^6+^O_2_)(C^4+^O_3_)_3_·12H_2_O,,Ca Mg U O C H,6,6,4,4,4274,72,0,0,1,0,1,,106,4.973,527.16,0.739,1,1,29557,,,0.0003,green,,,,cluster,,,Requested,,,11.080,14.634,6.439,90,99.43,90,1029.941,monoclinic,2/m,P21/m,,P,,,,78,3391,1,7,"Hillside Mine (Happy Jack MS 920 Claim; Camp MS 919 Claim; Seven Stars MS 916 Claim), Bozarth Mesa, Bagdad, Eureka District, Yavapai Co., Arizona, USA","34.63278,-113.20972",EG94_211,EG94_211-00005,http://rruff.info/mineral_list/locality.php?mineral_name=Swartzite,https://www.mindat.org/min-3844.html
213,Tengchongite,Tengchongite,,Ca(UO2)6(MoO4)2O5·12H2O,A,Ca^2+^(U^6+^O_2_)_6_(Mo^6+^O_4_)_2_O_5_·12H_2_O,,Ca U O Mo H,6,6,3,3,4342,72,0,0,1,0,1,,,,,,,0,,,,,yellow,2,2-2.5,2.25,,,,Requested,Y,,15.61,13.04,17.71,90,90,90,3604.95,orthorhombic,,,,,,,,142,25160,2,12,"Oktyabr'skoe Mo-U Deposit, Strel'tsovskoe Mo-U Ore Field, Krasnokamensk, Chitinskaya Oblast', Transbaikalia (Zabaykalye), Eastern-Siberian Region, Russia","50.0917666667, 118.249558333",GI47_321,Mo-00200,http://rruff.info/mineral_list/locality.php?mineral_name=Tengchongite,https://www.mindat.org/min-3909.html
214,Threadgoldite,Threadgoldite,,Al(UO2)2(PO4)2(OH)·8H2O,A,Al^3+^(U^6+^O_2_)_2_(P^5+^O_4_)_2_(OH)·8H_2_O,8,Al U P O H,5,6,9,9,4391,"15,16,72",0,0,1,0,1,,104,4.7,488.846,0.702,0,1,31265,,,0.001,yellow-green,2,,,sheet,,,Y,N,,20.168,9.847,19.7190,90,110.71,90,3663.033,monoclinic,m,Cc,,C,,,,975.3,4313,10,43,"Kobokobo Pegmatite, Mwenga, Sud-Kivu, Democratic Republic Of Congo (Zaïre)","-3.08333,27.13333",OGR64_667,Alexandra-0228,http://rruff.info/mineral_list/locality.php?mineral_name=Threadgoldite,https://www.mindat.org/min-3952.html
215,Torbernite,Torbernite,,Cu(UO2)2(PO4)2·12H2O,A,Cu^2+^(U^6+^O_2_)_2_(P^5+^O_4_)_2_·12H_2_O,2,Cu U P O H,5,6,1018,1018,4429,72,0,0,1,0,1,,106,3.162,335.16,0.47,1,1,,,,2.5,green,3,2-2.5,2.25,sheet,,,Y,N,,7.0267,7.0267,20.807,90,90,90,1027.335,tetragonal,4/m2/m2/m,P4/nnc,,P,,,,3074,8981,167,478,"Buffelsfontein Gold Mine (Buffelsfontein Mine; Hartebeestfontein Mine), Stilfontein, Witwatersrand Field, Dr Kenneth Kaunda District, North West Province, South Africa","-26.86444,26.74278",OGR10_67,Kristen002296,http://rruff.info/mineral_list/locality.php?mineral_name=Torbernite,https://www.mindat.org/min-3997.html
216,Triangulite,Triangulite,,Al3(UO2)4(PO4)4(OH)5·5H2O,A,Al^3+^_3_(U^6+^O_2_)_4_(P^5+^O_4_)_4_(OH)_5_·5H_2_O,,Al U P O H,5,6,2,2,4444,72,0,0,1,0,1,,,,,,,0,,,,0.0002,yellow,2,2.0-3,2.5,,,,,,,,,,,,,,,,,,,,,,975.3,4313,10,43,"Kobokobo Pegmatite, Mwenga, Sud-Kivu, Democratic Republic Of Congo (Zaïre)","-3.08333,27.13333",OGR64_667,Alexandra-0228,http://rruff.info/mineral_list/locality.php?mineral_name=Triangulite,https://www.mindat.org/min-4014.html
217,Trögerite,Trogerite,,(H3O)(UO2)(AsO4)·3H2O,G,(H_3_O)(U^6+^O_2_)(As^5+^O_4_)·3H_2_O,1,U As O H,4,6,22,22,4458,72,0,0,1,0,1,,88,2.914,256.43,0.451,1,1,35348,,,0.001,yellow,2,2.0-3,2.5,,,,Y,Y,Natroautunite,7.16,7.16,8.80,90,90,90,451.14,tetragonal,4/m2/m2/m,P4/nmm,,P,,,,416,18440,11,40,"Bota-Burum U Deposit, Lake Alakol (Lake Aaköl), Almaty Province (Almaty Oblysy; Almati Oblast'), Kazakhstan","45.69472,81.86946",DES407_290,Mo-00160,http://rruff.info/mineral_list/locality.php?mineral_name=Trogerite,https://www.mindat.org/min-4013.html
218,Tyuyamunite,Tyuyamunite,,Ca(UO2)2(VO4)2·5-8H2O,G,Ca^2+^(U^6+^O_2_)_2_(V^5+^O_4_)_2_·5-8H_2_O,,Ca U V O H,5,6,614,614,4509,72,0,0,1,0,1,,,,,,,0,,,,0.002,yellow,3,1.5-2,1.75,,,,Requested,,,10.63,8.36,20.40,90,90,90,,orthorhombic,,,,,,,,2742,109719,35,146,"Wiluna Shire, Western Australia, Australia","-26.6675,120.71194444444",N382_703,Mo-N382_703-0001,http://rruff.info/mineral_list/locality.php?mineral_name=Tyuyamunite,https://www.mindat.org/min-4072.html
219,Ulrichite,Ulrichite,,CaCu(UO2)(PO4)2·4H2O,A,Ca^2+^Cu^2+^(U^6+^O_2_)(P^5+^O_4_)_2_·4H_2_O,4,Ca Cu U P O H,6,6,1,1,4515,"15,16,58",0,0,1,1,0,,76,4.301,326.842,0.688,0,1,54139,,,0.001,green,2,3-3.5,3.25,sheet,,,Y,N,,12.784,6.996,13.007,90,91.92,90,1162.652,orthorhombic,2/m,P21/c,,P,,,,398,202,1,5,"Lake Boga Granite Quarry, Lake Boga, Swan Hill Rural City, Victoria, Australia","-35.55167,143.58139",AEJS55_281,Kristen000016,http://rruff.info/mineral_list/locality.php?mineral_name=Ulrichite,https://www.mindat.org/min-4088.html
220,Umohoite,Umohoite,,(UO2)(MoO4)·2H2O,G,(U^6+^O_2_)Mo^6+^O_4_·2H_2_O,2,U Mo O H,4,6,14,14,4520,72,0,0,1,0,1,,40,4.322,172.877,0.812,0,1,15818,,,0.0005,orange-red,2,2,2,sheet,,,Y,N,,6.3748,7.5287,14.628,82.64,85.95,89.91,694.513,triclinic,-1,P-1,,P,,,,602,4328,11,36,"Shinkolobwe Mine (Kasolo Mine), Shinkolobwe, Katanga Copper Crescent, Katanga (Shaba), Democratic Republic Of Congo (Zaïre)","-11.04861,26.55083",EG83_1247,Mo-00062,http://rruff.info/mineral_list/locality.php?mineral_name=Umohoite,https://www.mindat.org/min-4093.html
221,Upalite,Upalite,,Al(UO2)3(PO4)2O(OH)·7H2O,A,Al^3+^(U^6+^O_2_)_3_(P^5+^O_4_)_2_O(OH)·7H_2_O,4,Al U P O H,5,6,3,3,4523,72,0,0,1,0,1,,116,4.892,567.526,0.713,0,1,40130,,,0.00033,amber-yellow,,3,3,sheet,,,Y,N,,13.704,16.82,9.332,90,111.5,90,2001.364,monoclinic,2/m,P21/a,,P,,,,975.3,4313,1,4,"Kobokobo Pegmatite, Mwenga, Sud-Kivu, Democratic Republic Of Congo (Zaïre)","-3.08333,27.13333",OGR64_667,Alexandra-0228,http://rruff.info/mineral_list/locality.php?mineral_name=Upalite,https://www.mindat.org/min-4096.html
222,Uramarsite,Uramarsite,,(NH4)(UO2)(AsO4)·3H2O,A,N^3-^H_4_(U^6+^O_2_)As^5+^O_4_·3H_2_O,1,N U As O H,5,6,2,2,5326,72,0,0,1,0,1,,24,4.585,110.039,1,0,1,,,,0.002,green,2,2.5,2.5,sheet,,,Y,N,Meta-Autunite,7.19,7.19,9.15,90,90,90,473.02,tetragonal,4/m2/m2/m,P4/nmm,,P,,,,416,18440,2,10,"Bota-Burum U Deposit, Lake Alakol (Lake Aaköl), Almaty Province (Almaty Oblysy; Almati Oblast'), Kazakhstan","45.69472,81.86946",DES407_290,Mo-00160,http://rruff.info/mineral_list/locality.php?mineral_name=Uramarsite,https://www.mindat.org/min-28919.html
223,Uramphite,Uramphite,,(NH4)(UO2)(PO4)·3H2O,G,N^3-^H_4_(U^6+^O_2_)P^5+^O_4_·3H_2_O,2,N U P O H,5,6,1,1,4526,72,0,0,1,0,1,,96,2.918,280.156,0.443,1,1,37076,,,0.0002,green,2,2-3,2-3,sheet,,,Y,N,Natroautunite,7.0221,7.0221,18.0912,90,90,90,892.075,tetragonal,4/m2/m2/m,P4/ncc,,P,,,,,,0,0,,,,,http://rruff.info/mineral_list/locality.php?mineral_name=Uramphite,https://www.mindat.org/min-4100.html
224,Urancalcarite,Urancalcarite,,Ca(UO2)3(CO3)(OH)6·3H2O,A,Ca^2+^(U^6+^O_2_)_3_C^4+^O_3_(OH)_6_·3H_2_O,4,Ca U C O H,5,6,6,6,4527,72,0,0,1,0,1,,,,,,,0,,,,0.004,yellow,2,2-3,2-3,,,,Requested,N,,15.42,16.08,6.970,90,90,90,,orthorhombic,"2/m2/m2/m,mm2","Pbnm,Pbn21",,P,,,,675,5328,3,16,"Shinkolobwe Mine (Kasolo Mine), Shinkolobwe, Katanga Copper Crescent, Katanga (Shaba), Democratic Republic Of Congo (Zaïre)","-11.04861,26.55083",OGR40_81,Kristen002307,http://rruff.info/mineral_list/locality.php?mineral_name=Urancalcarite,https://www.mindat.org/min-4101.html
225,Uraninite,Uraninite,,UO2,G,U^4+^O_2_,4,U O,2,4,2595,2595,4528,"15,16,51,61,78,83",0,1,1,1,0,,3,0.918,2.755,0.579,0,1,29085,,,11,black,1,5.0-6,5.5,framework,,,,,Fluorite,5.4682,5.4682,5.4682,90,90,90,163.506,cubic,4/m-32/m,Fm-3m,,F,,,,2749.9,26411,521,1323,"Annie Claim #3 Pegmatite, Bird River Greenstone Belt, Manitoba, Canada","50.35333,-95.33833",EMG18_41,EMG18_41-00001,http://rruff.info/mineral_list/locality.php?mineral_name=Uraninite,https://www.mindat.org/min-4102.html
226,Uranocircite-II,Uranocircite-II,,Ba(UO2)2(PO4)2·10H2O,G,Ba^2+^(U^6+^O_2_)_2_(P^5+^O_4_)_2_·10H_2_O,2,Ba U P O H,5,6,87,87,5495,"53,72",0,1,1,0,1,,,,,,,0,,,,2,yellow-green,6,2-2.5,2.25,sheet,,,Y,N,,7.01,6.99,21.2,90,103.9,90,1008.4,monoclinic,2/m,P2/c,,P,,,,1700,17377,17,74,"Pennington Co., South Dakota, USA","43.955833333333,-103.37388888889",AM75_631,Alexandra-0372,http://rruff.info/mineral_list/locality.php?mineral_name=Uranocircite-II,https://www.mindat.org/min-43406.html
